index,angle,doppler,frequency,inventory_prob,m,orientation,q,read_tid_prob,rounds_per_tag,speed,tari,trext
0,0.5235987755982988,True,860000000.0,0.7854,FM0,front,2,0.3944,33.7804,50.0,1.25e-05,True
1,0.5235987755982988,True,860000000.0,0.807,FM0,back,2,0.4122,33.2836,50.0,1.25e-05,True
2,0.5235987755982988,True,860000000.0,0.9134,M2,front,2,0.6946,21.6844,50.0,1.25e-05,True
3,0.5235987755982988,True,860000000.0,0.9382,M2,back,2,0.7114,21.2736,50.0,1.25e-05,True
4,0.5235987755982988,True,860000000.0,0.9586,M4,front,2,0.8252,12.7998,50.0,1.25e-05,True
5,0.5235987755982988,True,860000000.0,0.9764,M4,back,2,0.833,12.6286,50.0,1.25e-05,True
6,0.5235987755982988,True,860000000.0,0.9744,M8,front,2,0.8492,7.016,50.0,1.25e-05,True
7,0.5235987755982988,True,860000000.0,0.9892,M8,back,2,0.864,6.8864,50.0,1.25e-05,True
8,0.5235987755982988,True,860000000.0,0.7938,FM0,front,2,0.3944,32.6248,52.5,1.25e-05,True
9,0.5235987755982988,True,860000000.0,0.812,FM0,back,2,0.3962,31.4264,52.5,1.25e-05,True
10,0.5235987755982988,True,860000000.0,0.9166,M2,front,2,0.7002,20.8996,52.5,1.25e-05,True
11,0.5235987755982988,True,860000000.0,0.9404,M2,back,2,0.7056,20.2046,52.5,1.25e-05,True
12,0.5235987755982988,True,860000000.0,0.9608,M4,front,2,0.8184,12.3606,52.5,1.25e-05,True
13,0.5235987755982988,True,860000000.0,0.9762,M4,back,2,0.8376,11.9648,52.5,1.25e-05,True
14,0.5235987755982988,True,860000000.0,0.9786,M8,front,2,0.8586,6.7892,52.5,1.25e-05,True
15,0.5235987755982988,True,860000000.0,0.985,M8,back,2,0.8538,6.599,52.5,1.25e-05,True
16,0.5235987755982988,True,860000000.0,0.784,FM0,front,2,0.3736,30.9902,55.0,1.25e-05,True
17,0.5235987755982988,True,860000000.0,0.7942,FM0,back,2,0.3854,29.7562,55.0,1.25e-05,True
18,0.5235987755982988,True,860000000.0,0.909,M2,front,2,0.6748,20.0748,55.0,1.25e-05,True
19,0.5235987755982988,True,860000000.0,0.9178,M2,back,2,0.6828,19.159,55.0,1.25e-05,True
20,0.5235987755982988,True,860000000.0,0.9558,M4,front,2,0.8086,11.8538,55.0,1.25e-05,True
21,0.5235987755982988,True,860000000.0,0.963,M4,back,2,0.8172,11.2818,55.0,1.25e-05,True
22,0.5235987755982988,True,860000000.0,0.9742,M8,front,2,0.8338,6.5574,55.0,1.25e-05,True
23,0.5235987755982988,True,860000000.0,0.98,M8,back,2,0.8364,6.3144,55.0,1.25e-05,True
24,0.5235987755982988,True,860000000.0,0.7778,FM0,front,2,0.367,28.8048,57.5,1.25e-05,True
25,0.5235987755982988,True,860000000.0,0.7874,FM0,back,2,0.3622,28.5334,57.5,1.25e-05,True
26,0.5235987755982988,True,860000000.0,0.9052,M2,front,2,0.6724,18.5704,57.5,1.25e-05,True
27,0.5235987755982988,True,860000000.0,0.9192,M2,back,2,0.6826,18.2914,57.5,1.25e-05,True
28,0.5235987755982988,True,860000000.0,0.9524,M4,front,2,0.8032,11.0526,57.5,1.25e-05,True
29,0.5235987755982988,True,860000000.0,0.961,M4,back,2,0.815,10.8528,57.5,1.25e-05,True
30,0.5235987755982988,True,860000000.0,0.9728,M8,front,2,0.8214,6.136,57.5,1.25e-05,True
31,0.5235987755982988,True,860000000.0,0.9754,M8,back,2,0.8222,6.02,57.5,1.25e-05,True
32,0.5235987755982988,True,860000000.0,0.7922,FM0,front,2,0.3596,27.6974,60.0,1.25e-05,True
33,0.5235987755982988,True,860000000.0,0.794,FM0,back,2,0.3654,27.2174,60.0,1.25e-05,True
34,0.5235987755982988,True,860000000.0,0.9176,M2,front,2,0.6758,17.8098,60.0,1.25e-05,True
35,0.5235987755982988,True,860000000.0,0.9168,M2,back,2,0.6696,17.6576,60.0,1.25e-05,True
36,0.5235987755982988,True,860000000.0,0.9558,M4,front,2,0.7986,10.6632,60.0,1.25e-05,True
37,0.5235987755982988,True,860000000.0,0.9598,M4,back,2,0.8026,10.4232,60.0,1.25e-05,True
38,0.5235987755982988,True,860000000.0,0.968,M8,front,2,0.833,5.9726,60.0,1.25e-05,True
39,0.5235987755982988,True,860000000.0,0.9794,M8,back,2,0.829,5.811,60.0,1.25e-05,True
40,0.5235987755982988,True,860000000.0,0.7564,FM0,front,2,0.3432,27.015,62.5,1.25e-05,True
41,0.5235987755982988,True,860000000.0,0.7836,FM0,back,2,0.358,26.0424,62.5,1.25e-05,True
42,0.5235987755982988,True,860000000.0,0.8858,M2,front,2,0.634,17.5922,62.5,1.25e-05,True
43,0.5235987755982988,True,860000000.0,0.9078,M2,back,2,0.6532,16.7738,62.5,1.25e-05,True
44,0.5235987755982988,True,860000000.0,0.9374,M4,front,2,0.7734,10.4276,62.5,1.25e-05,True
45,0.5235987755982988,True,860000000.0,0.9556,M4,back,2,0.7956,10.1128,62.5,1.25e-05,True
46,0.5235987755982988,True,860000000.0,0.9612,M8,front,2,0.7932,5.8562,62.5,1.25e-05,True
47,0.5235987755982988,True,860000000.0,0.9746,M8,back,2,0.7994,5.6466,62.5,1.25e-05,True
48,0.5235987755982988,True,860000000.0,0.7548,FM0,front,2,0.3304,25.9056,65.0,1.25e-05,True
49,0.5235987755982988,True,860000000.0,0.7698,FM0,back,2,0.3434,25.1388,65.0,1.25e-05,True
50,0.5235987755982988,True,860000000.0,0.8956,M2,front,2,0.637,16.7502,65.0,1.25e-05,True
51,0.5235987755982988,True,860000000.0,0.9094,M2,back,2,0.6398,16.2776,65.0,1.25e-05,True
52,0.5235987755982988,True,860000000.0,0.9438,M4,front,2,0.7638,9.9656,65.0,1.25e-05,True
53,0.5235987755982988,True,860000000.0,0.9454,M4,back,2,0.7798,9.7538,65.0,1.25e-05,True
54,0.5235987755982988,True,860000000.0,0.9626,M8,front,2,0.7898,5.6304,65.0,1.25e-05,True
55,0.5235987755982988,True,860000000.0,0.9712,M8,back,2,0.7888,5.4486,65.0,1.25e-05,True
56,0.5235987755982988,True,860000000.0,0.7616,FM0,front,2,0.3382,24.4578,67.5,1.25e-05,True
57,0.5235987755982988,True,860000000.0,0.7862,FM0,back,2,0.3298,24.2548,67.5,1.25e-05,True
58,0.5235987755982988,True,860000000.0,0.899,M2,front,2,0.6354,15.9334,67.5,1.25e-05,True
59,0.5235987755982988,True,860000000.0,0.9122,M2,back,2,0.6606,15.7122,67.5,1.25e-05,True
60,0.5235987755982988,True,860000000.0,0.9396,M4,front,2,0.771,9.531,67.5,1.25e-05,True
61,0.5235987755982988,True,860000000.0,0.9582,M4,back,2,0.7898,9.338,67.5,1.25e-05,True
62,0.5235987755982988,True,860000000.0,0.9624,M8,front,2,0.792,5.3774,67.5,1.25e-05,True
63,0.5235987755982988,True,860000000.0,0.9706,M8,back,2,0.7956,5.2916,67.5,1.25e-05,True
64,0.5235987755982988,True,860000000.0,0.9308,M4,front,2,0.7408,27.5574,50.0,6.25e-06,True
65,0.5235987755982988,True,860000000.0,0.9582,M4,back,2,0.7664,27.2298,50.0,6.25e-06,True
66,0.5235987755982988,True,860000000.0,0.9686,M4,front,2,0.8234,8.3528,50.0,1.875e-05,True
67,0.5235987755982988,True,860000000.0,0.9816,M4,back,2,0.8468,8.2128,50.0,1.875e-05,True
68,0.5235987755982988,True,860000000.0,0.9664,M4,front,2,0.8178,6.3562,50.0,2.5e-05,True
69,0.5235987755982988,True,860000000.0,0.9826,M4,back,2,0.8364,6.2994,50.0,2.5e-05,True
70,0.5235987755982988,True,860000000.0,0.934,M4,front,2,0.7432,26.708,52.5,6.25e-06,True
71,0.5235987755982988,True,860000000.0,0.9622,M4,back,2,0.7624,25.76,52.5,6.25e-06,True
72,0.5235987755982988,True,860000000.0,0.966,M4,front,2,0.8232,8.174,52.5,1.875e-05,True
73,0.5235987755982988,True,860000000.0,0.982,M4,back,2,0.846,7.7962,52.5,1.875e-05,True
74,0.5235987755982988,True,860000000.0,0.9714,M4,front,2,0.8282,6.1612,52.5,2.5e-05,True
75,0.5235987755982988,True,860000000.0,0.9802,M4,back,2,0.8314,5.978,52.5,2.5e-05,True
76,0.5235987755982988,True,860000000.0,0.9304,M4,front,2,0.7436,25.4928,55.0,6.25e-06,True
77,0.5235987755982988,True,860000000.0,0.9382,M4,back,2,0.7488,24.4416,55.0,6.25e-06,True
78,0.5235987755982988,True,860000000.0,0.9696,M4,front,2,0.8098,7.7542,55.0,1.875e-05,True
